Nr. Crt.,Numar Registru,Numar Registru Special,Data Inregistrare,Categorie Personalitate Juridica,Denumire ONG,Instanta,Status,Este Filiala,Localitate,Judet,CUI,Scop,Are Utilitate Publica,Categorii relevante,Motiv relevanță,Tip intervenție
111274,3555/B/1996,341,30.11.2002,Fundație,FUNDATIA CORNELIU COPOSU,Judecatoria SECTORUL 3 BUCURESTI,Inregistrat,Nu,NEDETERMINAT,BUCURESTI,,"se completează cu un alineat care va avea urmatorul continut:
-	incluziunea socială a grupurilor vulnerabile, combaterea oricărei forme de discriminare pe motive de sex, rasă sau origine etnică, religie sau convingeri, handicap, vârstă, orientare sexuală
-	reducerea abandonului scolar: informarea si consilierea <PERSON>
organizarea de programe de formare pentru <PERSON>
-	organizarea de cursuri de pregătire si formare profesională, de seminarii si conferinte, pentru înfiintarea sau sprijinirea unor stabilimente (<FACILITY>, <FACILITY>, etc) în care familiile dezorganizate, <PERSON>, bătrânii si alte categorii sociale aflate în dificultate să beneficieze de un tratament favorabil, de îngrijire, hrană si medicatie corespunzătoare
organizarea de evenimente în scopul strângerii de fonduri, redactarea de pliante si brosuri
-	identificarea si ajutorarea cazurilor sociale: orfani, <PERSON>, <PERSON> singuri, familii fără posibilităti materiale, precum si a <PERSON> supradotati provenind din familii fără posibilităti materiale
-	organizarea de evenimente în vederea îndeplinirii scopului fundatiei: conferinte, festivităti, expozitii, vernisaje, conferinte de presă, spectacole, galerii, proiectii foto si video pentru informarea <PERSON> larg
campanii de informare pe diferite paliere: cultural, stiintific, educational, de cercetare
-	colaborarea cu structurile administratiei publice centrale si locale, cu structuri similare din tară si străinătate, în vederea promovării drepturilor <PERSON>
-	furnizarea de sprijin si organizarea de campanii de constientizare privind promovarea culturii sănătătii, combaterea traficului de fiinte umane, a violentei domestice etc
-	dezvoltarea programelor integrate pentru formare, ocupare si alte măsuri de sprijin pentru populatia din zonele rurale, care urmăresc reducerea agriculturii de subzistentă
-	activităti  de formare  continuă  si  dezvoltare  profesională   < <PERSON> sau a personalului de conducere, îndrumare si de control din învătământulpreuniversitar
-	promovarea legislatiei <LOCATION>, prin cursuri, simpozioane, conferinte, seminarii si alte manifestări similare
-	promovarea si elaborarea de politici referitoare la protectia mediului
-	promovarea potentialului turistic regional, national, european
-	elaborarea de strategii cu privire la punerea în valoare a patrimoniului national cultural si natural
-	implicarea în proiecte de inovare si cercetare.""",Nu,Consiliere copii,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori",Consiliere copii
111455,3535/B/1996,295,30.11.2002,Fundație,FUNDATIA PROTECTIEI SOCIALE GENERALE DIN ROMANIA,Judecatoria SECTORUL 3 BUCURESTI,Inregistrat,Nu,NEDETERMINAT,BUCURESTI,,"LA CAP.II, ART.5 se adauga: A. invatamant preuniversitar si universitar- crese, gradinite, scoli generale, profesionale, complementare, cursuri intensive, initiere, formare, perfectionare, calificari la locul de munca, scoli de soferi toate categoriile, licee, facultati, universitati, cursuri post universitare
B. scoli sportive, activitati de pregatire sportiva, artistica si culturala, impresariat artisticdemonstratii, expozitii in tara si peste hotare
C. editare, tehnoredactare, tipografiere ziare, reviste, carti, imprimari audio-video
D. unitati sanitare, farmacii
E. activitati administrativ gospodaresti si sociale, infrumusetari parcuri, servici funerare si pompe funebre, flori si aranjamente florale, camine internat cu asistenta sociala, case de pensii si organizatii de pensoionari, cantine restaurantbrutarie, patiserie, cofetarie, sifonarie, medierea fortei de munca, evidente carti de munca, matrimoniale",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111481,3795/A/2002,23,27.11.2002,Asociație,"ASOCIAȚIA "" HUNEDOREANCA """,Judecatoria HUNEDOARA,Inregistrat,Nu,HUNEDOARA,HUNEDOARA,,"DE A REABILITA CONDIȚIA FEMEII ÎN SOCIATATE , DE A REDA SPERANȚA FEMEII ÎNTR-UN VIITOR MAI BUN , PROMOVAREA IDEII DE EGALITATE DE ȘANSE ÎNTRE FEMEI ȘI BĂRBAȚI PRIN CREAREA UNOR CENTRE DE EDUCAȚIE ȘI RECREARE DESTINATE AJUTORĂRII MAMEI ȘI COPILULUI ȘI IMPLICAREA ACESTEIA ÎN VIAȚA SOCIO-ECONOMICĂ.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111513,957/B/2002,53,23.11.2002,Fundație,"FILIALA "" HAVILA""CISNADIE A FUNDAȚIEI SPURGEON ROMÂNIA - IASI",Judecatoria SIBIU,Radiat,Nu,CISNADIE - SB,SIBIU,,"acordarea de ajutoare și asistență socială familiilor cu mulți copii, monoparteneriate, etc:
- sprijinirea și educarea copiilor preșcolari în centre de asistență socială și educație preșcolară, grădinițe:
- susținerea acțiunilor și activităților de natură să stimuleze cunoașterea, încrederea și respectul între copii, între familii, prin crearea în cadrul filialelor a unui climat moral în conformitate cu principiile moral creștine:
-susținerea prin ajutor material și spiritual a familiilor cu copii, aflate în pragul falimentului moral-social, în scopul întăririi instituției căsătoriei, consolidarea relațiilor dintre părinți și copii:
- inițierea și desfășurarea unor activități și acțiuni educative cu copii, pentru cultivarea respectului față de munca părinților:
- stimularea și educarea iteresului pentru igiena personală, familială și socială:
- consiliere pentru familii, tineri, adolescenți:
- activități recreative și educaționale pentru copii de vîrstă școlară și preșcolară, tabere și cluburi de vacanță:",Nu,Consiliere copii; Educație/meditații,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori; menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Consiliere copii + Educație/meditații
111531,3754/A/2002,102,21.11.2002,Asociație,ASOCIATIA RACOR,Judecatoria CONSTANTA,Radiat,Nu,CONSTANTA,CONSTANTA,,PROMOVAREA SI DESFASURAREA LA SCARA NATIONALA SI INTERNATIONALA A INVATAMANTULUI DE GRAD PRESCOLAR CU INTRUNIREA CONDITIILOR IMPUSE DE UN PROCES EDUCATIONAL COMPLEX SI COMPLET IN CONCORDANTA CU STANDARDELE TRASATE DE ORGANISMELENATIONALE SI INTERNATIONALE,Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111533,3756/A/2002,25/A/2002,21.11.2002,Asociație,"ASOCIAȚIA ""EDUCAȚIE FĂRĂ FRONTIERE""",Judecatoria DEVA,Inregistrat,Nu,DEVA,HUNEDOARA,,"""SCOALA LUCIAN BLAGA,SE MODIFICĂ ÎN LICEUL DE MUZICA SIGISMUND TODUTA DEVA",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111619,943/B/2002,3,31.10.2002,Fundație,FUNDATIA SCOALA ROMANA DE AFACERI A CAMERELOR DE COMERT SI INDUSTRIE - FILIALA BRAILA,Judecatoria BRAILA,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,"Educatia si invatamantul la  toate nivelele , in vederea formarii , specializarii  si perfectionarii  in domeniul comertului , serviciilor,  industriei, agriculturii.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111735,3610/A/2002,24/A/2002,23.10.2002,Asociație,"ASOCIATIA ""IMPREUNA PENTRU EDUCATIE""DEVA",Judecatoria DEVA,Inregistrat,Nu,DEVA,HUNEDOARA,,"Sensibilizarea comunității locale în scopul cunoașterii valorilor democrației prin activități educative comune derulate de părinți,profesori,elevi.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111740,3599/A/2002,99,22.10.2002,Asociație,ASOCIATIA SOCIETATEA DE PSIHOTERAPIE EXPERIMENTALA ROMANA - FILIALA CONSTANTA (SPER - CONSTANTA),Judecatoria CONSTANTA,Inregistrat,Nu,CONSTANTA,CONSTANTA,,"SA OFERE SERVICII DE CONSILIERE, PSIHOTERAPIE, CONSULTANTA SI ASISTENTA PSIHOLOGICA PENTRU COPII SI ADULTI, PRECUM SI SERVICII CU SCOP DE OPTIMIZARE A COMPORTAMENTULUI PRFESIONAL AL SPECIALISTILOR IN RELATII UMANE",Nu,Consiliere copii,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori",Consiliere copii
111761,3592/A/2002,38,18.10.2002,Asociație,ASOCIATIA CULTURALA MIHAI EMINESCU,Judecatoria ROSIORI DE VEDE,Inregistrat,Nu,ROSIORI DE VEDE,TELEORMAN,,"- ORGANIZAREA DE SIMPOZIOANE, CONFERINTE DESPRE OPERA LUI MIHAI EMINESCU, SERI DE POEZIE SI MUZICA PE VERSURI EMINESCIENE,
- ORGANIZAREA  ORGANIZARILOR OMAGIALE SUB GENERICUL ""INCHINARE LA EMINESCU"" CU PRILEJUL ZILELOR DE 15 IANUARIE, NASTEREA POETULUI NATIONAL SI 15 IUNIE , TRECERE IN ETERNITATE A GENIULUI NOSTRU NATIONAL SI UNIVERSAL.
- ORGANIZAREA CU SPRIJINUL DIRECTIEI DE CULTURA SI SPORT A UNITATILOR DE INVATAMANT A UNOR EXPOZITII DE CARTE EMINESCIANA SI A UNOR EXPOZITII DE GRAFICA SI PICTURA INSPRATE DIN CREATIA EMINESCIANA,
- IN FIECARE AN SE VOR ORGANIZA CU SPRIJINUL UNITATILOR DE INVATAMANT EXCURSII IN TARA SUB GENERICUL ""PE URMELE LUI MIHAI EMINESCU"", LA CARE VOR PARTICIPA ELEVI SI CADRE DIDACTICE,
- DIN DOI IN DOI ANI IN ZILELE DE 29 SI 30 APRILIE SE VOR ORGANIZA IMPREUNA CU FACTORII RESPONSABILI SIN INVATAMANT SI CULTURA DE LA NIVELUL JUDETULUI SI CU CEI DIN MUNICIPIU SUB GENERICUL ""ZILELE LUCEAFARULUI"" CONCURSUL NATIONAL DE POEZIE, PENTRUU ELEVI ""MIHAI EMINESCU"".",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111773,3581/A/2002,151,17.10.2002,Asociație,"ASOCIATIA CULTURALA DE INVATAMANT ""DARUIREA - PENTRU CEI DE MAINE DIN VREMEA CELOR DE AZI SI D EIERI"" SIBIU CLUBUL SPORTIV ""SIEBENBURGER"" SIBIU HERMANSTADT",Judecatoria SIBIU,Inregistrat,Nu,SIBIU,SIBIU,,"desfășurarea de activități culturale, sportive și de învățământ :își desfășoară activitatea sub forma unei asociație culturală, activitate din domeniul sportului se desfășoară sub forma unui club sportiv, iar activitatea de învățământ se va desfășura  în diverse forme, începând de la o șscoală de meditații și putând evolua către alte forme organizate de învățământ )școli, licee, universități, cursuri de calificare de scurtă durată=
- va organiza activități culturale (spectacole, târguri, expoziții, ansări de carte și altele)
.va sprijini și organiza formarea, afirmarea, promovarea și valorificarea talentelor din cultura română (indiferent de domeniul cultural în care acestea se manifestă - muzical, artistic, literar, cinematografic sau în domeniul creației populare tradiționale și contemporane materiale, spirituale sau artistice) inclusiv valorificarea în plan financiar a creațiilor artistice și culturale în general în plan național sau internațional:
- valorificarea aptitudinilor individului într-un sistem organizat de selecție, pregătirea și competiție, având ca scop ameliorarea rezultatelor sportive, realizarea de recorduri și obținerea victoriei. De asemenea obiectul de activitate al clubului îl constituie organizarea și amdinistrarea activităților sportive, având drept obiectiv promovarea uneia sau mai multor discipline sportive, practicarea acestora de către membrii clubului și participarea la activități și competiții sportive
-va organiza activități sportive urmărind realizarea condițiilor de formare, afirmare și promovare a tinerilor talente din domeniul sportului
- depistarea și pregătirea unor sportivi și echipe de valoare ridicată și promovarea acetsora la un nivel superior
va organiza activități de învățământ care vor consta în ;activități generale de instrucție (învățare, exersare, transpunere în pratcică și creație) legate de activitatea d eînvățănmânt care se circumscrie scopurilor și obietcivelor sportive pe care și le propune acosicația
-formarea generală a tinerilor și a altor categorii de vârstă pentru muncă și viață sub aspectele inscrucției de cultură generală, educație și formare profesională
-cursuri specifice, urmărind completarea instrucției oferită de sistemul  instituțiilor de învățământ de stat, oferind pregătire superioară cursanților pentru promovarea diferitelor examene școlare
- cursuri specifice de scurtă durată, de formare și recorversie profesională urmărind calificarea, recalificarea și policalificarea cetățenilor români
- asociația poate patrona, organiza, conduce și administra - ca alternative la învățământul de stat - creșe, grădinițe, școli gimnazii, licee, colegii, cu cursuri de zi, serale și de învățământ deschis la distanță, școli profesionale de maiști și ucenici, universități (facultăți) instituții de învățământ postliceal și preuniversitar",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111789,3565/A/2002,68,16.10.2002,Asociație,"ASOCIATIA "" CENTRUL MULTICULTURAL DE CERCETARI PENTRU TINERET """,Judecatoria ARAD,Inregistrat,Nu,ARAD,ARAD,,"promovarea valorilor multiculturale si cercetarea in rindul tinerilor ,
- creeâarea conditiilor adecvate de cunoaștere a preocupărilor economice, socio-culturale , politice , civice si ideatice
- dezvoltarea schimbului de informații intre partenerii sibeneficiari direcți sau indirecti ai programelor
- promovarea cooperării si schimbului axiologic si ideatic in zona activitatilor formale si informale de ducatie a adolescentilor
- intererelationarea personala cu scopul insusirii cantitative si calitative a limbilor din Uniunea Europeana si a tarilor europene
- incurajarea si stimularea insusirii de inovatii practice si teoretice in elaborarea materialelor stiintifice pedagogice experimentale care sunt conexe acțiunilor adolescentilor in domeniul economic, social, cultural , politic
- cercetarea problemelor comune adolescentilor ( perspective inter-multiculturale ) in domeniul politicilor educative formale si informale la nivelul tarilor europene ( Germania , Austria, Slovacia , Cehia , Ungaria, etc ) si invatamintului in limba materna, facind obiectul analizei comparative a sistemelor educaționale interne si internaționale, politici socio-culturale din tarile vizate
- participarea, organizare și sprijinirea de programe ,mese rotunde , seminarii, conferinte, simpozioane, conferinte, expuneri, vizionari tematice , demonstratii, manifestari culturale, orice alte forme de manifestare permise de legislatia in vigoare, legate de tineri , cultura, atit in tara cit si in strainatate
- ajutarea pecuniara sau materiala de orice fel si stimularea prin diverse  forme a tinerelor talente
- promovarea de relații de colaborare cu alte asociatii , fundatii si organisme, persoane juridice interne sau externe
- editarea de reviste , brosuri, carti , materiale audio vizuale sau pe alt fel de suport, orice fel de
- crearea și  dezvoltarea bazei materiale a Asociatiei
-toate aceste activitati au caracter independent unele fata de altele si nu sunt  limitative . Asociația avind dreptul sa desfasoare orice alte activitati   asemanatoare, cu conditia sa nu contravina scopului pentru care a fost creata .",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
112006,3354/B/1996,400,26.09.2002,Fundație,FUNDATIA PHOENIX,Judecatoria SECTORUL 3 BUCURESTI,Inregistrat,Nu,BUCURESTI,BUCURESTI,,"<LOCATION>/<LOCATION>, respectiv să sprijine activitatea de instruire scolară, profesională, educațională a <PERSON>, <PERSON>, adultilor
să sprijine actiuni privind dezvoltarea și modernizarea instituțiilor de învățămant, si educație
să combata excluderea si autoexcluderea sociala prin formare profesionala focalizate asupra <PERSON> din grupurile vulnerabile de pe piata muncii sau în situații de risc
să contribuie prin practici participative la aplicarea metodelor și activităților de prevenire, protectie, interventie și reducere a riscului de mediu
să sustină și promoveze activități specifice privind aplicarea politicilor și strategiilor de mediu în contextul dezvoltării durabile
acordarea de servicii integrate sociale și medicale pentru <PERSON> care independent de vointa lor sunt incapabile să isi asigure o existenta decenta, respectiv <PERSON>, persoane vârstnice singure, cu și fără venituri, bolnavi incurabili, etc.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
